context_id	context
53	Die im Jahr 1998 von Allbus erhobenen Daten zur politischen Beteiligung in Ost- und Westdeutschland präsentieren eine Momentaufnahme und im Ergebnis deutliche Unterschiede. Gefragt wurde nach Möglichkeiten und Bereitschaften der politischen Beteiligung (Eith 2000). Die traditionellen Schlüsselindikatoren Teilnahme an Wahlen und die Mitarbeit in einer Partei fanden bei Westdeutschen (89 bzw. 12 Prozent) deutliche höheren Anklang als bei Ostdeutschen (78 bzw. 6 Prozent). Auch bei der Frage nach der Mitarbeit in einer Bürgerinitiative sind die Ergebnisse ähnlich unterschiedlich (31 Prozent West, 21 Prozent Ost). Eine Längsschnitt-Betrachtung des tatsächlichen Wahlverhaltens im Land Brandenburg und der Bereitschaft, einer Partei beizutreten über den Gesamtzeitraum nach der Vereinigung zeigt allerdings, dass die Befunde aus 1998 keineswegs als Momentaufnahme zu sehen sind, sondern als Differenzen, die sich inzwischen verstetigt haben.
54	Eine Auswertung der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften zeigt, dass in Deutschland zuletzt nur noch jeder fünfte Arbeitnehmer gewerkschaftlich organisiert war.  Viele Gewerkschaften forcieren deshalb die Werbung neuer Mitglieder.  Der relevante Ort der Mitgliedergewinnung ist zwar der Betrieb.  Die Beitrittsneigung wird aber auch durch die wirtschaftspolitischen Positionen der Gewerkschaften beeinflusst.  Eine Auswertung der wirtschaftspolitischen Einstellungen von Arbeitnehmern ergibt, dass Gewerkschaftsmitglieder Staatseingriffe in den Markt positiver sowie die Bildungschancen und die Folgen der Globalisierung negativer einschätzen als Nicht-Organisierte.  Zudem bewerten gewerkschaftlich Organisierte soziale Unterschiede kritischer.  Eine Analyse der wirtschaftspolitischen Programmatik zeigt, dass die Gewerkschaften den Einstellungen der Mitglieder stärker Rechnung tragen als denen der Nicht-Organisierten.
55	Tabelle 1 stellt einige Indikatoren zur Mitgliederstruktur der Gewerkschaften zusammen. Im Jahr 2008 lag der Nettoorganisationsgrad – der Anteil der gewerkschaftlich organisierten Arbeitnehmer an allen abhängig Beschäftigten – bei 19,3 Prozent. Dabei besteht ein West-Ost-Gefälle.
56	Auch die Bildungschancen werden unterschiedlich beurteilt (Abbildung). Die Frage „Hat bei uns heute jeder die Möglichkeit, sich ganz nach seiner Begabung und seinen Fähigkeiten auszubilden?“ bejahten 25,8 Prozent der Organisierten und 35,0 Prozent der Nicht-Organisierten. Dies entspricht einer Differenz von mehr als 9 Prozentpunkten, die statistisch signifikant ist. Werden die Ausbildungsmöglichkeiten schon im Durchschnitt der Arbeitnehmer skeptisch beurteilt, fällt das Votum der Organisierten deutlich schlechter aus. Bei den Aussagen zu den verteilungspolitischen Einstellungen wurde eine vierstufige Antwortskala von „stimme voll zu“ bis „stimme gar nicht zu“ vorgelegt. Auch bei diesem Themenkomplex sind aufgrund der unterschiedlichen politischen Orientierung Bewertungsunterschiede zwischen Organisierten und Nicht-Organisierten zu erwarten. Die bestehenden sozialen Ungleichheiten dürften von Gewerkschaftsmitgliedern kritischer beurteilt werden. Unklar ist, ob Gewerkschaftsmitglieder Einkommensunterschieden eine geringere Motivationswirkung zuschreiben als die nichtorganisierten Arbeitnehmer. Zwar dürften sie eine stärkere Präferenz zugunsten einer eher egalitären Einkommensverteilung haben, dies könnte aber dadurch überlagert werden, dass monetären Leistungsanreizen auch von Gewerkschaftsmitgliedern eine hohe Wirksamkeit zugeschrieben wird. Tabelle 3 fasst die Ergebnisse der drei Aussagen zusammen. Bei den Aussagen „Nur wenn die Unterschiede im Einkommen und im sozialen Ansehen groß genug sind, gibt es auch einen Anreiz für persönliche Leistungen“ und „Ich finde die sozialen Unterschiede in unserem Land im Großen und Ganzen gerecht“ bestehen zwischen Mitgliedern und Nicht-Mitgliedern durchaus Unterschiede. Gewerkschaftsmitglieder beurteilen die Motivationsfunktion von Einkommensdifferenzen zurückhaltender und die bestehenden sozialen Unterschiede kritischer als Nicht-Organisierte. Beide Unterschiede sind allerdings statistisch insignifikant. Dass Einkommensdifferenzen die Motivation erhöhen, glaubt in beiden Arbeitnehmergruppen eine Mehrheit: 51,3 Prozent der Gewerkschaftsmitglieder und 56,3 Prozent der Nicht-Mitglieder. Ungleichheit wird also durchaus akzeptiert. Allerdings spaltet diese Aussage beide Arbeitnehmergruppen. Die bestehenden sozialen Unterschiede schießen im Urteil der Arbeitnehmer aber offenbar über diese Anreizfunktion hinaus. Fast 81 Prozent der Organisierten bezeichnen die bestehenden sozialen Unterschiede als ungerecht, bei den Nicht-Organisierten finden das immerhin gut drei Viertel. Der Aussage „Die Rangunterschiede zwischen den Menschen sind akzeptabel, weil sie im Wesentlichen ausdrücken, was man aus den Chancen, die man hatte, gemacht hat“ stimmt mit 47 Prozent in beiden Gruppen knapp die Hälfte zu; 53 Prozent lehnen sie ab. Gewerkschaftsmitglieder akzeptieren Rangunterschiede demnach in gleicher Weise wie Nicht-Organisierte. In beiden Gruppen stehen sich aber fast gleich große Lager von Befürwortern und Skeptikern gegenüber.
57	Laut ALLBUS 2008 sind rund ein Drittel aller Bundesbürger bereit, sich an einer Bürgerinitiative zu beteiligen oder an einer genehmigten Demonstration teilzunehmen, um in einer politischen Sachfrage, die ihnen wichtig ist, Einfluss zu nehmen und den eigenen Standpunkt zur Geltung zu bringen. Zwei Drittel würden sich an einer Unterschriftenaktion beteiligen. Nur 14,5% hingegen wären bereit, dafür in einer Partei mitzuarbeiten. Die tatsächliche Aktionsrealisierung ist jedoch deutlich schwächer ausgeprägt: Bis 2008 haben sich 11,4 % an einer Bürgerinitiative und 22,6 % an einer genehmigten Demonstration beteiligt. Allerdings gaben mit nur 5 % noch sehr viel weniger Befragte an, sich bereits einmal in einer Partei aktiv engagiert zu haben(GESIS, 2009, S. 19-31).
58	Eine erhöhte unkonventionelle Partizipationsrate korreliert tatsächlich mit einer gesunkenen Akzeptanz des politischen Systems und gilt damit als Anzeichen für schwindende Legitimation oder „Delegitimierung der repräsentativen Demokratie“(Dettling, 2011, S. 194). Nur knapp die Hälfte aller ALLBUS-Befragten ist sehr oder ziemlich zufrieden, ein Viertel „etwas zufrieden“ und der Rest „etwas“, „ziemlich“ beziehungsweise „sehr“ unzufrieden mit der Demokratie (GESIS, 2009, S. 58).
59	Die Gewerkschaften befinden sich in Deutschland offenbar im Aufwind. Auswertungen der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALL- BUS) zeigen, dass der Netto-Organisationsgrad der Gewerkschaften zuletzt auf 20,6 Prozent angestiegen ist.  Gegenüber dem Tiefstand im Jahr 2006 bedeutet das ein Plus von 2,6 Prozentpunkten.  Außerdem gelang es den Gewerkschaften, aus dem politischen Abseits herauszutreten, in das sie sich mit ihrer Opposition gegen die Agenda 2010 selbst hineinmanövriert hatten.  Ob diese Erfolge anhalten werden, ist aber keinesfalls sicher.  Eine Analyse der Mitgliederstruktur zeigt, dass der Organisationsgrad von Männern, Vollzeitbeschäftigten und Älteren überdurchschnittlich gestiegen ist.  Der jüngste Mitgliederzuwachs hält aber nur an, wenn die Gewerkschaften auch vermehrt Frauen, Teilzeitbeschäftigte und Jüngere organisieren. 
60	Datengrundlage ist die Allgemeine Bevölkerungsumfrage der Sozialwissenschaften(ALLBUS). Die Umfrage wird seit 1980 alle zwei Jahre durchgeführt. Da in jeder Befragung eine neue Zufallsstichprobe gezogen wird, handelt es sich nicht um ein Panel. Den Erhebungswellen liegen jeweils etwa 3.000 bis 3.500 standardisierte Interviews zugrunde. Für die vorliegenden Berechnungen wurde ein kumulierter Datensatz verwendet, in dem alle Erhebungen von 1980 bis 2012 zusammengefasst sind (Terwey/Balzer, 2014). Die Befragung enthält neben wechselnden thematischen Schwerpunkten auch Standardfragen. Die Mitgliedschaft in einer Gewerkschaft wurde bis 2002 folgendermaßen abgefragt: „Sind Sie derzeit Mitglied in einer Gewerkschaft?“ Seit 2004 lautet die Frage: „Darf ich Sie fragen, ob Sie derzeit Mitglied einer Gewerkschaft sind?“ Damit lässt die Befragung keine Unterscheidung nach einzelnen Gewerkschaften zu. Zur Berechnung des Netto-Organisationsgrads ist zudem zu bestimmen, wer von den Befragten zu der Gruppe der abhängig Beschäftigten gehört. Hierbei berücksichtigt die vorliegende Auswertung nur Personen, die bei der Frage nach der beruflichen Stellung angaben, Arbeiter, Angestellte oder Beamte zu sein. Je nach Erhebungswelle schwankt die Anzahl der ungewichteten Beobachtungen zwischen 1.156 und 1.637 Arbeitnehmern. An diesem Tiefpunkt der Entwicklung waren nur noch 18 Prozent der Arbeitnehmer in Deutschland gewerkschaftlich organisiert. Seitdem ist der Anteil der Gewerkschaftsmitglieder unter den Arbeitnehmern wieder leicht gestiegen. Für 2012 errechnet sich ein Netto-Organisationsgrad von 20,6 Prozent. Bei der Interpretation von Zeitreihen ist zu berücksichtigen, dass veränderte Zufallsstichproben kleineren Schwankungen führen können. Die hier beobachtbare Größenordnung spricht aber dafür, dass es ungeachtet der normalen statistischen Schwankungen zu einer Trendwende gekommen ist. Inwieweit diese Trendwende nachhaltig sein wird, hängt davon ab, ob die relativen Gewinne in solchen Gruppen überdurchschnittlich ausfallen, deren Anteile an der Gesamtbeschäftigung zunehmen. Beim Blick auf die Mitgliederstruktur der Gewerkschaften in Abbildung 1 fällt auf, dass das relative Mitgliederwachstum seit dem Tiefstand im Jahr 2006 vor allem von den männlichen Arbeitnehmern getragen wurde. Unter ihnen wuchs der Organisationsgrad seit 2006 um 3,4 Prozentpunkte, während er unter den weiblichen Arbeitnehmern im gleichen Zeitraum lediglich um 1,8 Prozentpunkte zunahm. Mit einem Organisationsgrad von 14,2 Prozent erreichten Frauen nur etwas mehr als die Hälfte des Organisationsgrads der Männer. Entsprechend sind nach Auswertungen der ALLBUS-Daten für 2012 knapp 68 Prozent der Gewerkschaftsmitglieder männlich. Männer stellten aber nur 54 Prozent der abhängig Beschäftigten. Zudem ist ihr Anteil an der Gesamtbeschäftigung rückläufig (Brenke, 2015). Frauen arbeiten häufiger in Bereichen, die in den letzten Jahren zum Beschäftigungswachstum beitrugen: im Gesundheits- und Sozialwesen sowie im Erziehungs- und Unterrichtswesen(Brenke, 2015, 84). Diese Frauendomänen dürften auch künftig mehr Beschäftigung aufbauen als das Produzierende Gewerbe und der primäre Sektor, wo vor allem Männer beschäftigt sind. Der unterdurchschnittliche Zulauf von Frauen stellt deshalb ein strukturelles Problem der Gewerkschaften dar.
61	In den letzten zehn Jahren kam es bei den Beschäftigten in Deutschland zu deutlichen Verschiebungen in der Altersstruktur. Derzeit altert die Erwerbsbevölkerung, sie nimmt aber noch nicht ab (Brenke, 2015). Abbildung 3 zeigt, dass sich dies auch in der Altersstruktur der Gewerkschaftsmitglieder widerspiegelt. Um dies zu zeigen, wurden Durchschnittswerte für drei Perioden berechnet, wobei jede Periode aus drei Erhebungen besteht. Während der Anteil der 18- bis 30-Jährigen und der 31- bis 40-Jährigen an allen aktiven Gewerkschaftsmitgliedern in den Perioden 2002 bis 2006 und 2008 bis 2012 gegenüber 1994 bis 2000 jeweils abnimmt, ist bei den 41- bis 50-Jährigen im Zeitraum 2002 bis 2006 gegenüber dem Zeitraum 1994 bis 2000 ein deutliches Plus von mehr als 7 Prozentpunkten zu beobachten. Dieser Zuwachs ist im Zeitraum 2008 bis 2012 allerdings wieder abgeschmolzen. Anhaltend gewachsen ist der Anteil der über 50-Jährigen: Diese Altersgruppe stellte im Zeitraum 1994 bis 2000 nur jeden fünften Gewerkschafter (21 Prozent), zwischen 2008 und 2012 aber mehr als jeden dritten (36 Prozent). Ein Teil der Beschäftigten aus der Alterskohorte der 41- bis 50-Jährigen, die 1994 bis 2000 und auch 2002 bis 2006 am höchsten organisiert waren, ist nach und nach in die Alterskohorte der über 50-Jährigen gewandert. Dass der Anteil der Kohorte der 41- bis 50-Jährigen zuletzt abgenommen hat, beruht darauf, dass Jahrgänge aus der schlechter organisierten Kohorte der 31- bis 40-Jährigen nachgerückt sind. Zuletzt stellten die beiden älteren Kohorten die höchsten Anteile an der Anzahl der Gewerkschaftsmitglieder, zwischen 1994 und 2000 waren es hingegen die beiden mittleren Kohorten.
62	Erodiert die gemeinsame Basis von SPD und Gewerkschaften, besteht die Möglichkeit eines sich selbst verstärkenden Prozesses: Während die SPD auch aus wahltaktischen Überlegungen heraus nur bedingt Politik für die Gewerkschaften machen kann, entziehen Gewerkschaftsmitglieder ihr wegen der damit einhergehenden Enttäuschung das Vertrauen und die Stimme, womit es für die SPD noch unattraktiver wird, ihre Politik an den Interessen dieser Klientel auszurichten. Die ALLBUS-Daten zeigen, dass das Vertrauen in die SPD unter den Gewerkschaftsmitgliedern deutlich zurückgegangen ist. Danach ist die Mehrheit der Gewerkschaftsmitglieder bereits als Wechselwähler zu betrachten: Im Jahr 2008 gaben 36,6 Prozent der befragten berufstätigen Gewerkschaftsmitglieder an, dass sie keiner Partei zuneigen, nur knapp 30 Prozent präferierten die SPD. 1982 war das Verhältnis noch umgekehrt, damals hatten etwa 28 Prozent keine Parteipräferenz, wohingegen sich etwas mehr als 38 Prozent zur SPD bekannten. Die Daten verdeutlichen auch, dass der Zuspruch der Gewerkschafter zu keiner der übrigen Parteien solch große Schwankungen zeigt wie der zur SPD.
63	Das Interesse an Politik ist ein guter Gradmesser dafür, ob das politische Geschehen als etwas betrachtet wird, das so wichtig ist, dass man sich darüber informiert und sich gegebenenfalls auch dafür engagiert. Das politische Interesse der Bürger wird seit Beginn der 1950er Jahre in repräsentativen Bevölkerungsumfragen erfasst. In den letzten Jahrzehnten hat sich der Anteil derjenigen, die sich stark oder sehr stark für Politik interessieren, immer wieder und vor allem in den jüngeren Altersgruppen sehr dynamisch verändert (vgl. Gaiser/Gille/de Rijke 2006; Hoffmann-Lange/Gille 2008). Im Vergleich sind heute mehr Bürger am politischen Geschehen interessiert als noch vor gut drei Jahrzehnten. Im Zeitraum um die Vereinigung Deutschlands war das politische Interesse dabei am höchsten, allerdings hat es bald danach deutlich nachgelassen. Mitte der 1990er Jahre war es fast wieder auf das Niveau der frühen 1980er Jahre gesunken. In Ostdeutschland sind im Durchschnitt etwas weniger Bürger stark oder sehr stark an Politik interessiert als in Westdeutschland. Seit 1991 zeigt sich, dass das politische Interesse der unter 30-Jährigen immer unterhalb des Niveaus der erwachsenen Bevölkerung ab 30 Jahren liegt. Davor war das Interesse der Jüngeren nur unmaßgeblich geringer.
64	Die Ergebnisse aus den DJI-Jugendsurveys werden durch neuere Daten erhärtet, so durch die der ALLBUS 2008. In dieser Studie, die die Bevölkerung ab 18 Jahren in der Bundesrepublik Deutschland erfasst, finden sich die fünf im Jugendsurvey verwendeten Konzepte aus der politischen Kulturforschung vergleichbar wieder. In der Tabelle 2 werden die Ergebnisse für die 18- bis 29-Jährigen wiedergegeben. Auch sie zeigen die Hierarchie der positiven Einstellungen zu den verschiedenen Objekten der Politik. Im Großen und Ganzen werden – im Vergleich zu 2003 – wenig Veränderungen der Einstellungen erkennbar. Die Zufriedenheit mit der Demokratie hat etwas zugenommen, aber insbesondere hier ist eine gleichbleibende Ost-West-Differenz deutlich. Bei einem Vergleich mit den über 29-Jährigen der ALLBUS-Studie, also der erwachsenen Bevölkerung in der Bundesrepublik, ergeben sich nur geringfügig andere Ergebnisse: Die Erwachsenen bekunden sogar ein etwas geringeres Vertrauen in parteienstaatliche Institutionen und in Politiker. Eine grundsätzlich größere Politikdistanz der Jüngeren gegenüber den Älteren, wie immer wieder kritisiert wird, bestätigt sich hier also nicht.
65	Bezüglich des Alters zeigt sich, dass die Befragten der Insolvenzstichprobe mit 45,2 Jahren etwas jünger sind als die Durchschnittsbevölkerung (49,3 Jahre). Das jüngste Alter in der Stichprobe beträgt 22 Jahre, das älteste 84 Jahre. Im Vergleich zum ALLBUS fällt zudem der Anteil männlicher Befragter höher aus. Die Überschuldeten sind also häufiger jüngeren Alters und männlichen Geschlechts. Für die Staatsangehörigkeit finden sich keine bedeutsamen Abweichungen, wenn die kompatible ALLBUS-Stichprobe zum Vergleich herangezogen wird. Der Anteil nichtdeutscher Befragter fällt im Gesamt-ALLBUS deshalb fast doppelt so hoch aus wie im kompatiblen ALLBUS, weil hier alle westdeutschen Bundesländer mit ihrem höheren Ausländeranteil vertreten sind. Wird die Auswertung zur Staatsangehörigkeit getrennt für die drei Gebiete der Insolvenzstichprobe durchgeführt, ergibt sich dementsprechend für Ostdeutschland eine Ausländerquote von 0,6 %, für Hessen von 10,7 % und für Niedersachsen von 5,0 %. Hinsichtlich des Durchschnittsalters gilt ebenfalls, dass für Hessen der höchste Wert zu beobachten ist. Für das Bildungsniveau sind geringe Unterschiede zwischen den Schuldnern und der Allgemeinbevölkerung zu berichten: Während die Schuldner zu 20,3 % ein hohes Bildungsniveau aufweisen (Fachabitur bzw. Abitur), sind es in der Allgemeinbevölkerung 25,8 %, in den kompatiblen Gebieten 23,5 %. Eine Hohe Bildung scheint insofern kein Faktor zu sein, der vor der Verbraucherinsolvenz schützt. Zwischen den drei Gebieten existieren signifikante Unterschiede im Bildungsstand der Befragten: In den neuen Bundesländern fällt der Anteil an Personen mit niedriger Bildung (kein Schulabschluss, Volksschul- bzw. Hauptschulabschluss) am geringsten aus, in Hessen liegt der Anteil an Schuldnern mit hoher Bildung am höchsten. Enorme Abweichungen zwischen den Schuldnern und der Allgemeinbevölkerung existieren bezüglich des Familienstandes: Während 42,0 % der Schuldner geschieden sind bzw. getrennt vom Partner leben, sind es in der Allgemeinbevölkerung nur 9,8 %; mit einem Partner leben dementsprechend deutlich weniger Schuldner (48,8 % zu 72,8 %). Eine Trennung vom Partner oder von der Partnerin bzw. eine Scheidung kann einer Insolvenz ebenso vorangehen wie auch nachfolgen. Möglich ist, dass durch eine Trennung/Scheidung finanzielle Probleme beispielsweise aufgrund von Unterhaltszahlungen entstehen. Zugleich stellen finanzielle Probleme und letztlich auch die Verbraucherinsolvenz eine große innerfamiliäre Belastung dar, der sich ein Partner früher oder später zu entziehen versucht, wie weiter vorn bereits diskutiert wurde (vgl. Kapitel 2.2.3 und 2.3.4). Bezüglich der Familiensituation zeigt sich weiterhin, dass in den Haushalten der Schuldner häufiger Kinder unter 18 Jahren leben. Dies bestätigt, dass Familien mit Kindern ein höheres Risiko einer Verbraucherinsolvenz haben, u.a. aufgrund der (längerfristigen und größeren) Investitionen, die mit Blick auf die Kinder getätigt werden.
66	Die beiden letzten Variablen, die in Tabelle 3 aufgeführt werden, beschreiben die ökonomische Lage der Schuldner. Zum einen zeigt sich, dass die Problembetroffenen über ein deutlich geringeres Monatsnettoeinkommen verfügen wie Personen aus der Allgemeinbevölkerung. In den beiden westdeutschen Gebieten liegt das Einkommen signifikant höher als in Ostdeutschland. Dies ist zum anderen auch damit zu begründen, dass die Schuldner deutlich häufiger davon berichten, aktuell arbeitslos zu sein. Nur 29,7 % der Schuldner gehen einer Vollzeit-Beschäftigung nach, wiederum 31,3 % der Schuldner sind arbeitslos. In der Allgemeinbevölkerung liegen diese Anteile bei 39,9 % und 7,0 %. Auch der Vergleich mit der kompatiblen ALLBUS-Stichprobe belegt die schwierige berufliche Situation der Schuldner. Im Osten ist die Arbeitslosigkeit noch weiter verbreitet als im Westen; dennoch ergeben sich auch für Niedersachsen und Hessen hohe Quoten. Die hohe Betroffenheit von Arbeitslosigkeit zeigt sich auch bei Betrachtung eines anderen Indikators, der in beiden Befragungen erhoben wurde: Bezogen auf die letzten zehn Jahre geben 68,6 % der Schuldner an, mindestens einmal arbeitslos gewesen zu sein, in der Allgemeinbevölkerung sind es nur 24,1 % bzw. (27,5 %; kompatible Bundesländer). Arbeitslosigkeit bleibt also unverändert ein zentraler Aspekt für den Überschuldungskontext.
67	Mit den Hypothesen 2 und 2a sollte die soziale Bedeutung des Geldes für die Schuldner überprüft werden. Die Aufstiegskriterien wurden unter Verwendung einer Skala erfasst, die zuletzt im ALLBUS 2004 eingesetzt wurde. Der Fragetext lautete: „Wie kommt man in unserer Gesellschaft am ehesten nach ‚oben“?“ Dabei sollten neun „Wege“ dahingehend beurteilt werden, ob sie für den Aufstieg von „1 – unwichtig“ bis „4 – sehr wichtig“ sind. Die Zustimmung zu diesen „Wegen“ ist für die Verbraucherinsolvenzstichprobe wie den ALLBUS 2004 (und den auf die vergleichbaren Bundesländer reduzierten ALLBUS 2004) in Abbildung 24 abgetragen. Die Schuldner sehen wie die Allgemeinbevölkerung Bildung bzw. Ausbildung als am wichtigsten für sozialen Aufstieg an. Ebenfalls als wichtig werden Initiative und Beziehungen erachtet. Gerade die Beziehungen werden von den Schuldnern als wichtiger eingestuft als von Personen der Allgemeinbevölkerung. Leistung und Fleiß wird demgegenüber von den Schuldnern als unwichtiger betrachtet als von der Allgemeinbevölkerung. Sehr deutliche Unterschiede finden sich zudem in der Beurteilung des Geldes und der sozialen Herkunft. Schuldner betrachten diese Wege als weit wichtiger als die Bundesbürger allgemein. Auch die negativen Wege „Rücksichtslosigkeit“ und „Bestechung“ werden von den Schuldnern als wichtiger eingestuft. Gleichwohl erhalten diese beiden Wege die geringsten Zustimmungen. Bei den meisten Aufstiegswegen ergeben sich keine bedeutsamen Unterschiede im Vergleich der beiden ALLBUS-Stichproben, was u.a. darauf schließen lässt, dass Ost-West-Unterschiede bzgl. der Aufstiegsgründe eher gering ausgeprägt sein dürften.
68	Für die Gewerkschaftsmitgliedschaft ist dies allerdings der Fall. Nur 6,2 % der Schuldner, aber 11,8 % der Allgemeinbevölkerung gehören einer Gewerkschaft und damit gleichermaßen einer freiwilligen Assoziation mit Transferleistung an. Dies könnte darauf zurückzuführen sein, dass die Schuldner seltener im Erwerbsleben stehen und daher eine Gewerkschaftsmitgliedschaft nicht notwendig ist. Wird der Vergleich deshalb nur auf die Vollzeit-Erwerbstätigen beschränkt, ergibt sich aber das gleiche Bild: Auch in dieser Subpopulation sind Schuldner deutlich seltener einer Gewerkschaft angehörend als Personen der Allgemeinbevölkerung. Möglicherweise können sich die Schuldner die Mitgliedsbeiträge seltener leisten, oder sie arbeiten möglicherweise in einem Wirtschaftssektor, in dem Gewerkschaften bislang weniger aktiv sind. Hinsichtlich der Mitgliedschaft in politischen Parteien ergibt sich für die Schuldner eine etwas höhere Quote als in der Allgemeinbevölkerung. Dies könnte auf ein höheres politisches Engagement schließen. Allerdings kann nicht ausgeschlossen, dass es sich hierbei um ein Messproblem handelt: Im ALLBUS wird nur nach einer politischen Parteienmitgliedschaft gefragt, in der Verbraucherbefragung auch nach der Mitgliedschaft in einer politischen Organisation. Die Befragten könnten insofern parteinahe Organisationen oder grundsätzlich politisch tätige Organisationen, die keine Partei sind, unter dieser Antwortkategorie subsumiert haben.
69	Anomische Einstellungen wurden mittels vier Items erfasst, die in Abbildung 35 dargestellt werden und die zeitlich am nächsten zur Verbraucherinsolvenzbefragung im ALLBUS 2008 erhoben worden sind. Die Items konnten abgelehnt werden („1 – bin anderer Meinung“) oder ihnen konnte zugestimmt werden („2 – bin derselben Meinung“). Die Mittelwerte der Insolvenzstichprobe liegen durchweg über 1.5, d.h. die Mehrheit der Befragten stimmt den Aussagen zu. Am höchsten fällt die Zustimmung hinsichtlich des ersten und des dritten Items aus, die beinhalten, dass die Situation der einfachen Leute schlechter wird und dass sich die Politiker nicht für die einfachen Leute interessieren. Etwas geringer ist die Zustimmung zur Aussage, dass man es kaum noch verantworten kann, Kinder in die Welt zu bringen. Im Vergleich zum ALLBUS 2008 fallen die Mittelwerte der Verbraucherinsolvenzstichprobe durchweg höher aus, die Schuldner sind also anomischer eingestellt als die Allgemeinbevölkerung.
70	Angesichts der Wirtschafts- und Finanzkrise droht das Vertrauen in die Marktkräfte zu schwinden – es kommen stärkere Zweifel am Segen einer Marktwirtschaft auf.  Unter diesen Umständen hätten sich Gewerkschaften zu heimlichen Krisengewinnern entwickeln können.  Jüngste Auswertungen der Allgemeinen Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) zeigen jedoch neuerliche Mitgliederverluste bei den Arbeitnehmerbünden in Deutschland.  Besonders der Mangel an Zuspruch in der jüngeren Generation könnte für die Gewerkschaften in Zukunft zu einem Problem werden. Im Rahmen des ALLBUS 2010 wurden mehr als 2.800 Personen befragt, darunter über 1.000 Arbeitnehmer.  Beim ALLBUS handelt es sich um eine Befragung der Bevölkerung in der Bundesrepublik Deutschland, die alle zwei Jahre durchgeführt wird.  In jeder Befragungswelle werden Personen aus einer neuen Stichprobe über ihre Einstellungen, ihre Verhaltensweisen und zur Sozialstruktur befragt.
71	Der Vergleich mit den Auswertungen vorausgegangener ALLBUS-Befragungen zeigt (z.B. IW-Gewerkschaftsspiegel 4/2010): Der Anteil der gewerkschaftlich organisierten Arbeitnehmer an allen abhängig Beschäftigten, der Netto-Organisationsgrad, geht immer noch leicht zurück. Im Jahr 2000 waren 19,4 Prozent der Arbeitnehmer gewerkschaftlich organisiert, im Jahr 2010 waren es 17,4 Prozent. Im Vergleich zu den 1990er Jahren ist der Mitgliederrückgang aber gebremst. Ein Blick auf die Mitgliederstruktur zeigt, dass die Organisationsneigung zwar gering ist, zwischen verschiedenen Beschäftigtengruppen aber auch deutliche Unterschiede bestehen (siehe Tabelle).
72	Extremmeinungen gegen Ausländer sind bei Menschen im Westen deutlich schwächer ausgeprägt als bei jenen im Osten. Diese neigen nicht nur anteilig stärker dazu, Ausländer in Deutschland mit negativen Auswirkungen zu verbinden. Sie lehnen auch deutlich häufiger mögliche positive Auswirkungen ab. Mangelnde Erfahrung im Zusammenleben mit Ausländern ist eine der Ursachen für die Vorbehalte. So gaben 2012 nur 17 Prozent der Menschen im Osten an, Kontakte zu Ausländern in der Familie zu haben (Westen: 36 Prozent), 18 Prozent in der Nachbarschaft (Westen: 51 Prozent) und 33 Prozent am Arbeitsplatz (Westen: 62 Prozent).
73	Dass sich die jahrzehntelangen unterschiedlichen Rahmenbedingungen und Erfahrungen in Ost und West kurz nach der Wende in unterschiedlichen Einstellungen widerspiegelten, ist wenig überraschend. Aber auch mehr als 20 Jahre später stimmten in Westdeutschland mehr Befragte betont traditionellen Aussagen zu, obwohl heute nur noch eine Minderheit den Aufgabenbereich der Frau vorrangig in Haushalt und Familie sieht. Das Bild von der Mutter, die Familien- und Erwerbsarbeit vereint, ohne dass ihre Kinder darunter leiden, ist heute in ganz Deutschland zu der gesellschaftlichen Normalität geworden, die es 1991 im Osten bereits war. Zustimmung zu den jeweiligen Aussagen in Prozent („Stimme voll und ganz zu“ oder „Stimme eher zu“), Befragte ab 18 Jahren, 1991 und 2012 (Datengrundlage: Allbus8, eigene Berechnungen) „Es ist für alle Beteiligten viel besser, wenn der Mann voll im Berufsleben steht und die Frau zu Hause bleibt und sich um den Haushalt und die Kinder kümmert.“ „Eine verheiratete Frau sollte auf eine Berufstätigkeit verzichten, wenn es nur eine begrenzte Anzahl von Arbeitsplätzen gibt, und wenn ihr Mann in der Lage ist, für den Unterhalt der Familie zu sorgen.“ „Es ist für ein Kind sogar gut, wenn seine Mutter berufstätig ist und sich nicht nur auf den Haushalt konzentriert.“
