doc_id	text	is_variable	variable	uuid
ALJCOL	"Bestätigt, aber auch weiter ausdifferenziert, wird dieser Befund durch das ""Sozio-oekonomische Panel"" (SOEP). "	0	No	ce4600ee-4152-4898-9d70-ff5a01c76cb3
715HPH	 Umgekehrt sanken die Anteile derjenigen, die nach eigenem Bekunden „nie“ beten, von 25 auf 22 Prozent in Westdeutschland und von 75 auf 66 Prozent in Ostdeutschland – die Daten von 1994 stammen ebenfalls aus dem Allbus, die von 2007 aus dem Religionsmonitor. 	0	No	7bc504d9-2cfd-4477-8e93-b63f22f9b4cc
TAQKHA	Die These, dass Nichtwähler auch Wähler sind, wird dadurch gestützt, dass nur eine Minderheit von 23 Prozent der Nichtwähler von sich behauptet, grundsätzlich nicht zu wählen.	0	No	2bb8e46b-53ef-4290-b530-bf8103593e53
ALJCOL	Zusammen mit dem o.g. Ergebnis, dass die stärkste Gruppe von PC-Besitzern Selbstständige sind, scheint sich abzuzeichnen, dass PC und Internet in der Bundesrepublik Deutschland 'ernste' Angelegenheiten sind, die ihren Verbreitungsgrad durch und über die Arbeitswelt erhalten, kaum aber als Freizeitaktivität in Frage kommen. 	0	No	a85fb8f2-e634-4ac2-aea5-bfded5f6b1ed
YZTDWQ	Das Durchschnittsalter der Befragten beträgt 46.65 Jahre (Standardabweichung [SD] = 17.06, Range: 18 – 93 Jahre).	0	NoSkip	072dbc25-38d0-46b8-872e-a1b9f20647bf
GCXAVY	Ein Hauptproblem der Metaanalyse in der Soziologie liegt darin, dass soziologische Analysen selten ein experimentelles Design mit Randomisierung verfolgen, das den Einfluss nicht interessierender Faktoren unterbinden würde.	0	No	f03c8021-751b-4962-bd71-4d98437f2d11
NEGGBA	Ebenfalls als wichtig werden Initiative und Beziehungen erachtet.	1	193-Yes,196-Yes,197-No	8cfb2912-87c4-47b4-ab71-7dac5ef28330
BVYIFS	Ein erstes Indiz für die Bestätigung dieser These bieten Studien, die für die beiden Länder eine durchwegs starke Identifikation mit der regionalen Ebene feststellen:	0	No	f3c8a4fd-0458-4fff-bfbb-8c2c58cc4a83
T0K035	Demgegenüber zeigen aktuelle Ergebnisse des Eurobarometers mittlerweile eine andere Tendenz. 	0	No	f613c17e-e7b4-4737-a14e-795310930730
FRGYGR	Auch 25 Jahre danach unterscheiden sich die Menschen in Ost­ und Westdeutschland weiterhin in ihrem politischen Engagement und ihren politischen Einstellungen. 	0	No	b05ea1a6-e797-476f-a4c1-4bd73c3a72db
ACGAHQ	Selbstbezogene Arbeitsorientierungen tauchen empirisch weniger bei jungen Aufstrebenden als bei älteren Arrivierten auf und können habitustheoretisch als Teil einer distinktiven Begriffstopologie, die soziale Ungleichheit reproduziert, dechiffriert werden. 	0	No	ab4eb6c1-dd22-422b-b055-168a16a92bf1
RSM5HH-LPKUTF	 Hierbei zeigt sich gerade bei sozialpolitischen Problemgruppen - und hier wiederum besonders prononciert bei den (Langzeit-)Arbeitslosen - ein relativ großes Unzufriedenheitspotenzial. 	0	No	05a27429-b748-4229-a5ef-4e831754b7b0
BVYIFS	Ihr zufolge wäre zu erwarten, dass sich die drei Dimensionen von citizenship nicht mehr in erster Linie auf den Nationalstaat, sondern vielmehr auf die Ebene des Bundeslandes beziehen.	0	No	8a0173f1-8447-4825-991d-c8d03fc8fa4b
LAWXJA	Die Daten verdeutlichen auch, dass der Zuspruch der Gewerkschafter zu keiner der übrigen Parteien solch große Schwankungen zeigt wie der zur SPD.	0	No	9a4e64f5-44a1-4c7c-89d7-71b75c5d8c81
YYH7G1	 Untersucht wird dabei der Einfluss der folgenden Dimensionen der Ungleichheitsperzeption und -bewertung, die als unabhängige Variablen in die Analyse eingehen:	0	NoSkip	6f4bee47-76f9-4bf9-8dab-9a97f31a07b6
RSDCYN	Aufgrund der Tatsache dass die zu untersuchende abhängige Variable Lebenszufriedenheit ordinalskaliert ist, werde ich für die Regression später auf die Methodik der logistischen Regression zurückgreifen.	0	No	701b54ff-5fbb-460c-b090-91aa9e0be3d8
TAQKHA	Um möglichst „echte” Nichtwähler zu befragen, hat die Konrad-Adenauer-Stiftung einen neuen Weg beschritten. Es wurden Personen erneut2 befragt, die unmittelbar nach den Bundestagswahlen 2009 und 2005 in Umfragen angaben, nicht gewählt zu haben. 	0	No	e8bd1da3-fb2e-4dba-9a31-365fa3c74e1d
RSM5HH-LPKUTF	 Ergänzend waren 2000 51,6 % der Befragten der Auffassung, dass man „gutes Geld“ nicht ohne entsprechende Leistung beziehen dürfe. 	1	204-Yes,207-No,210-No,213-No	0b5355a6-2395-4d82-b8fc-7fa53209c5bd
GZKVIZ	Zum anderen initiierten wir mit der Verteilung von Handzetteln während des Demonstrationsmarsches eine Online-Umfrage.	0	No	24188aee-e626-468b-b322-0049692580e7
OFMAAV	In den alten Bundesländern ist dieses Verhältnis umgekehrt.	0	No	890f1aa0-b431-4ad2-8d56-5ae2782710de
JEWJU2	 Das Alter eines Menschen stellt statistisch in der Tat eine signifikante Erklärung dar für eine häufigere konfessionelle Bindung und regelmäßigeren Kirchgang.	0	No	c1add0bf-68f3-43b9-9277-8806acf15044
ALJCOL	Ungleichheiten beziehen sich in dieser technologisch-ökonomischen Dimension von Globalisierung vor allem auf die Möglichkeiten des Umganges mit und des Zuganges zu dieser Technologie. 	0	No	fb3b8c48-089d-4e29-a49c-13550a8ba672
NEGGBA	Arbeitslosigkeit bleibt also unverändert ein zentraler Aspekt für den Überschuldungskontext.	0	No	a3bfcc5c-d4e8-4823-9886-2e402b2afef0
ACGAHQ	Dem Anspruch, sich in der Arbeit selbst zu verwirklichen, wird ein emanzipatorischer Gehalt unterstellt, da er auf mehr Autonomie von arbeitsgesellschaftlichen Zwängen ziele. 	0	No	386a7ae6-41a8-4bec-a1c2-8d1ac143126e
YZTDWQ	Im Einzelnen messen die Items die Einstellung zu 11 Formen alternativer Religiosität: 1) New Age („ganzheitliches Denken/Wassermann-Zeitalter“), 2) Zen- Meditation (fernöstliche Weisheiten), 3) Anthroposophie/Theosophie, 4) Reinkarnation, 5) Mystik, 6) Magie/Spiritismus/Okkultismus, 7) Pendeln/Wünschelrutengehen, 8) Astrologie/Horoskope, 9) Tarot-Karten-Legen/Wahrsagen, 10) Wunderheiler/Geistheiler, 11) Edelsteinmedizin/Bachblüten.	1	604-Yes,605-Yes,606-Yes,607-Yes,608-Yes,609-Yes,610-Yes,611-Yes,612-Yes,613-Yes,616-Yes,587-No,588-No	2ea10b1e-7e52-441d-aca3-7279311dcbc0
OFMAAV	Was Religion und Kindererziehung betrifft, scheint sich der Westen dem Osten der Republik langsam anzupassen.	0	No	8a0eb068-3c7f-40a7-85d4-3d26b896d2ba
GCXAVY	Nachteile des Ansatzes liegen im Aufwand der Harmonisierung von Datensätzen sowie in der Beschränkung verwendbarer Variablen und der theoretisch abbildbaren Prozesse.	0	No	ed4d3f18-fdc6-4df7-a7ee-d7ba3662eddd
LAWXJA	Datengrundlage ist die Allgemeine Bevölkerungsumfrage der Sozialwissenschaften(ALLBUS).	0	No	2fb8fd82-ab1b-418d-bd98-f3265095254a
ALJCOL	"Zygmunt Baumans ""Touristen"" sind in diesem Sinne, nicht im wörtlichen Sinn zu verstehen (vgl. Baumann 1998: 77-102). "	0	No	fdee5228-d788-4660-9dcd-59915e43e3cc
715HPH	 Leicht zugenommen hat außerdem die Häufigkeit des Betens: Der Prozentsatz derer, die angaben, ein- oder mehrmals pro Tag zu beten, stieg in Westdeutschland von 22 Prozent (1994) auf 28 Prozent (2007), in Ostdeutschland von acht auf zehn Prozent. 	1	741-Yes,743-No	89d86a49-b731-4946-b7e4-a5984ec306df
RSM5HH-LPKUTF	Eine ähnliche Frage ist die nach der Gerechtigkeit entsprechender Unterschiede: So wurden – eigenen Berechnungen zufolge – die sozialen Unterschiede in der ALLBUS 2000 nur von 41,8 %, 2004 von 31,5 % und 2008 von 27,4 % der deutschen Bevölkerung als gerecht bewertet; hier ergibt sich also eine klar abnehmende Tendenz in den betreffenden Anteilswerten. 	1	207-Yes,184-No,185-No,206-No	1c9cac83-67df-438d-b84d-b48f3e36648a
RSM5HH-LPKUTF	 Gleichwohl erachteten die in der ALLBUS 2008 Befragten die Demokratie ganz überwiegend als eine gute Idee: 88,6 % von ihnen waren ziemlich bzw. sehr dafür. 	0	No	db208e5b-87b8-49d8-a3a3-706197fa233a
JEWJU2	 Die demografische Zukunft stellt eine Gesellschaft wie die bundesrepublikanische in Deutschland nicht nur in ihren sozialen wie ökonomischen Systemen vor immense Herausforderungen, sondern stellt auch die Religion und in Deutschland insbesondere die christliche Kirche mit ihren unterschiedlichen Arbeitsfeldern vor besondere Aufgaben. 	0	No	3583f8a7-521c-40d1-badc-89c04ed38938
ALJCOL	"Der Umgang mit Informations- und Kommunikationstechnologie verleiht Mobilität im weitesten Sinne und damit - wie Kriesi es ausdrückt - ""individuelle Austritts-Optionen"" (Kriesi 2000: 9). "	0	No	a5df786e-b3b5-44ec-9077-efeba7b895af
TAQKHA	Danach sinkt die Wahlteilnahme wieder (vor allem bei über 70-jährigen Frauen).	0	No	076d1d44-b112-4786-890d-ae45b2882be2
YYH7G1	 Die soziale und ökonomische Ungleichheit hat - folgt man der Berichterstattung der Medien und Studien internationaler Organisationen - in den zurückliegenden Jahren oder sogar Jahrzehnten in vielen Gesellschaften - darunter auch Deutschland - nicht unerheblich zugenommen.	0	No	ff3ca203-da48-4752-b996-03b448132974
FAGECO	german: Staatsangehörigkeit (0: andere, 1: deutsch)	0	NoSkip	d3aa6857-f47e-43b8-81b2-7231825f3649
BFRLPR	An dieser Stelle wird ein interessanter Sachverhalt deutlich: Der Effekt, der durch ein hohes politisches Informationsniveau einer Person hervorgerufen wird, ist zwar starker, geht jedoch in dieselbe Richtung wie der Effekt, der durch politisches Desinteresse hervorgerufen wird 	0	No	014b2e08-ea6b-4c9c-8775-92fab9575bc0
HBNVVBM	Tabelle 3 fasst die Ergebnisse der drei Aussagen zusammen.	0	No	a826ab4c-4d95-4b28-9016-dfb131b93428
TOCIUQ	Mindestlohn, Mütterrente, Rente mit 63 – auch der Koalitionsvertrag wird von Gerechtigkeits- und Verteilungsthemen beherrscht. Doch warum?	0	No	0202deee-8a33-449b-997c-f51e615d3464
NBRXEJ	Das politische Interesse der Bürger wird seit Beginn der 1950er Jahre in repräsentativen Bevölkerungsumfragen erfasst.	0	No	4d2dc6b6-fbf1-4454-af89-3e302fca0122
YYH7G1	 Dass Ungleichheit im Allgemeinen und Einkommensdifferenzen im Besonderen erforderlich seien, um Leistungsanreize zu bieten, ist eine weitverbreitete These, die sich auch in dem aus der politischen Diskussion bekannten Slogan „Leistung muss sich (wieder) lohnen“ manifestiert. 	0	No	dc14ad03-dc1f-4050-8ab7-3260bb9a3872
LAWXJA	Zur Berechnung des Netto-Organisationsgrads ist zudem zu bestimmen, wer von den Befragten zu der Gruppe der abhängig Beschäftigten gehört.	0	No	c20cbdc1-34e6-4e0b-9834-f41b7b442c91
HBNVVBM	Die bestehenden sozialen Ungleichheiten dürften von Gewerkschaftsmitgliedern kritischer beurteilt werden.	0	NoSkip	85d4f043-7d02-45df-b59f-15503d8d766f
LAWXJA	Die Befragung enthält neben wechselnden thematischen Schwerpunkten auch Standardfragen.	0	No	0fd3aed0-6f11-4d5a-95f4-5b349d5d2333
YZTDWQ	Haltung gegenüber Esoterik.	0	No	afe2cdeb-02d3-4139-8c53-ec088db0f9c6
NEGGBA	Die Überschuldeten sind also häufiger jüngeren Alters und männlichen Geschlechts.	0	No	0a9a681a-536c-4fc8-ba30-9e9d83b88b5d
NEGGBA	Zugleich stellen finanzielle Probleme und letztlich auch die Verbraucherinsolvenz eine große innerfamiliäre Belastung dar, der sich ein Partner früher oder später zu entziehen versucht, wie weiter vorn bereits diskutiert wurde (vgl. Kapitel 2.2.3 und 2.3.4).	0	No	30b70dc8-5edb-4c25-b94f-1b97c227c065
LAWXJA	Den Erhebungswellen liegen jeweils etwa 3.000 bis 3.500 standardisierte Interviews zugrunde.	0	No	8d667d58-df99-42e3-a991-d2758e1b6182
LAWXJA	Gegenüber dem Tiefstand im Jahr 2006 bedeutet das ein Plus von 2,6 Prozentpunkten. 	0	No	d7ecf6e0-980e-43b7-9652-ecbe5a918799
ALJCOL	Ebenso wie diesen Alterseffekt bestätigen die SOEP-Daten auch die von Buffoni genannten Abhängigkeiten von materiellen und kulturellen Ressourcen. 	0	No	63d8d711-cdb2-42c3-a127-24a11590bd0a
OEZUSL	Im Rahmen des ALLBUS 2010 wurden mehr als 2.800 Personen befragt, darunter über 1.000 Arbeitnehmer. 	0	No	8c6d70e6-2e76-4872-a30f-a4abfd4a226c
TAQKHA	Es gibt also keinen typischen Unions- oder SPD-Nichtwähler.	0	No	26fc5257-8577-4d5f-aefd-ac97305b2cfd
OEZUSL	Der Vergleich mit den Auswertungen vorausgegangener ALLBUS-Befragungen zeigt (z.B. IW-Gewerkschaftsspiegel 4/2010): Der Anteil der gewerkschaftlich organisierten Arbeitnehmer an allen abhängig Beschäftigten, der Netto-Organisationsgrad, geht immer noch leicht zurück.	0	No	107306e0-f990-4d37-a3aa-e14c43f05f8b
WEGIYK	Sie bedeuteten auch einen Einschnitt in die religiöse Entwicklung dieser Länder.	0	No	91eb9bc7-b935-457c-bd02-6cd24ed97a0b
ACGAHQ	Das unterste Quartil bildet die Gruppe mit ‚geringem Äquivalenzeinkommen' ab. 	0	NoSkip	578b7507-59c0-495e-874c-0d2909f71163
GCXAVY	Als unabhängige Variable werden das Heiratsjahr (metrisch), die Ordnungsnummer der Ehe als erste Ehe oder als Folgeehe (als Dummy-Variable), das Heiratsalter (metrisch) und der Altersabstand der Ehepartner (über ein Set von Dummy-Variablen) berücksichtigt.	0	No	a970172f-a5b0-4939-8c03-8af01a4fcb81
ALJCOL	Sind es bei den 16 bis 19-jährigen 38%, so fällt dieser Anteil bei den 65-jährigen und älteren auf 3%. 	0	No	81cbc1a6-a9d7-449b-b831-40a8a9f4cb82
TAQKHA	Zwar würde die Wahlbeteiligung ansteigen, doch würden sich die Wahlergebnisse so gut wie nicht verändern, da nur die Stimmenanzahl und nicht die Prozentwerte dadurch verändert würden. 	0	No	8abdb3c3-5e12-4dbd-ba7f-48c639918fa7
BFRLPR	Diese Variablen beeinflussen die Beurteilung der allgemeinen wirtschaftlichen Lage signifikant, jedoch schwächer, als man vielleicht vermuten konnte.	0	No	0c2f13d2-31e6-42a4-b666-7d1fe3a5e1b7
NEGGBA	Auch der Vergleich mit der kompatiblen ALLBUS-Stichprobe belegt die schwierige berufliche Situation der Schuldner.	0	No	33ed79a7-1cb5-4657-9ce7-89be05e964b8
TOCIUQ	Bei der Bewertung der „Lage der Nation“ tun dies aber lediglich 43 Prozent.	1	10-Yes,11-No	7cc63fcd-6724-43f8-bbc4-2b991dd6512a
TQVSTD	"Selbst wenn wir die Werte der ""sehr Religiösen"" und der ""Religiösen"" zusammenfassen stellt es sich nicht grundlegend anders dar."	0	No	c7ebd8ba-050c-4eb6-8dba-7f98eb90ed32
NEGGBA	Anomische Einstellungen wurden mittels vier Items erfasst, die in Abbildung 35 dargestellt werden und die zeitlich am nächsten zur Verbraucherinsolvenzbefragung im ALLBUS 2008 erhoben worden sind.	0	No	783bde0e-85ed-4ed9-ba41-bf15d033ab47
NEGGBA	Die Befragten könnten insofern parteinahe Organisationen oder grundsätzlich politisch tätige Organisationen, die keine Partei sind, unter dieser Antwortkategorie subsumiert haben.	0	No	2dfb412b-92d6-4394-99f0-c476ab0a5854
TQVSTD	Bei Befragten, die sich als wenig (2, 4) oder auch ziemlich religiös (6, 7) einschätzten, liegen die durchschnittlichen Kinderzahlen unter dem Wert der dezidiert Nichtreligiösen.	1	580-Yes,1504-Yes,732-No	9da0385e-d9c2-4618-9d20-104dfbe2da80
HR5JMA	 Um ein Bild davon zu erhalten, wie es aus Sicht der deutschen Bevölkerung um das Verhältnis zwischen Einheimischen und Ausländern bestellt ist, wird im Folgenden untersucht, wie die Deutschen die hier lebenden Ausländer sehen, welche Einstellungen sie ihnen gegenüber haben und inwieweit Kontakt zwischen Deutschen und Ausländern in unterschiedlichen Lebensbereichen bestehen. 	0	No	b27e267d-96a9-4971-b1eb-eab4f29c9dbc
FAGECO	Der Grund für die Wahl der diskreten Gleichverteilung ist die Einfachheit, die damit einhergeht.	0	No	3ef23600-9177-44ec-b116-f743b2a6785c
HR5JMA	 Dies war bei der letzten Erhebung 2002 noch anders. 	0	No	441c1ffe-540f-4638-a0ad-12c569f90311
RSM5HH-LPKUTF	Eine Diktatur wurde hingegen – sozusagen spiegelbildlich – von 83,5% der Befragten, d. h in hohem Maße, abgelehnt; sie fanden, dass eine Diktatur auch manchmal nicht besser als eine Demokratie sei.	0	NoSkip	30c27e8d-e106-4432-bf59-028cfbd032f5
OFMAAV	Dass sich die jahrzehntelangen unterschiedlichen Rahmenbedingungen und Erfahrungen in Ost und West kurz nach der Wende in unterschiedlichen Einstellungen widerspiegelten, ist wenig überraschend.	0	No	b51dee86-4132-4fc1-ae55-9b5adf684e90
OEZUSL	Besonders der Mangel an Zuspruch in der jüngeren Generation könnte für die Gewerkschaften in Zukunft zu einem Problem werden.	0	No	15e42d2e-684f-4d09-aa63-efe34954e674
UNIXKD	Inzwischen wird das Thema der sozialen Gerechtigkeit allerdings wieder kritischer gesehen, sowohl in Ost- als auch in Westdeutschland.	0	No	120ed66b-a1d7-44f2-92a9-70f0434c80da
ACGAHQ	Der Annahme wird widersprochen. 	0	No	d9dca402-f945-40da-bb65-192ffe76d334
CCDOYV	Die dritte Frage erhebt die Zustimmung zur Aussage: „Wenn die Leistungen der sozialen Sicherheit, wie Lohnfortzahlung im Krankheitsfall, Arbeitslosenunterstützung und Frührenten, so hoch sind wie jetzt, führt dies nur dazu, dass die Leute nicht mehr arbeiten wollen.“	1	183-Yes,181-No,182-No	240d92f7-02de-46d0-b9b0-7df14ee847f7
NBRXEJ	In Ostdeutschland sind im Durchschnitt etwas weniger Bürger stark oder sehr stark an Politik interessiert als in Westdeutschland.	0	No	1e7d78bc-40d5-4dd9-a1ce-816f29b32d44
RSM5HH-LPKUTF	Die durchschnittlichen Zufriedenheitswerte mit der Demokratie sind in diesem Kontext – auf SOEP-, Wohlfahrtsstaatssurvey-, Sozialstaatssurvey-, ALLBUS- und Eurobarometer-Basis – in Deutschland – etwa verglichen mit der durchschnittlichen Lebenszufriedenheit – relativ niedrig.	1	18-Yes,545-Yes,16-No,17-No	dcbaede8-99f1-49ba-8f09-ab4fca229f40
T0K035	 Seit dem starken Fertilitätsrückgang Ende der 1960er Jahre zählt Deutschland zu den Ländern mit der niedrigsten Geburtenziffer in Europa. 	0	No	b99709ad-f8e6-4d0b-bfe6-3f2d0dc9977f
RYQOVR	Ältere Rheinland-Pfälzer sind deutlich stärker für das Verbot eines Schwangerschaftsabbruches als jüngere Befragte.	0	NoSkip	c4c98c18-aeec-414c-ac4c-b70545469dbb
ALJCOL	Die Daten zeigen, dass Informationstechnologie durchaus 'auf dem Vormarsch' ist, sie deuten aber auch die von Buffoni erwähnten strukturellen Ungleichheiten an. 	0	No	e42b98b3-6019-4af0-92a9-1d2bbdef848d
T0K035	Demnach ist scheinbar auch der Kinderwunsch in Deutschland neuerdings rückläufig: „Der Kinderwunsch in Deutschland ist schlichtweg niedriger als immer noch angenommen. 	1	1601-Yes,1600-No,1602-No	a7b7efe2-5956-4672-be4d-f9e7bb85bef2
RSM5HH-LPKUTF	Hierbei ergeben sich höhere Durchschnittswerte in West- gegenüber Ostdeutschland.	1	ost_west-Yes	9b59e3b5-0b91-44b1-82f7-99bee06f3d14
UNIXKD	Die Unterschiede in der Struktur der sozialen Schichtung qua Selbsteinstufung waren und sind noch eklatant (Abbildung 6).	1	151-Yes,152-No	6bfb1297-cc92-4a23-877d-e6ad05a21949
LAWXJA	Zudem ist ihr Anteil an der Gesamtbeschäftigung rückläufig (Brenke, 2015).	0	No	99e2387f-b965-4f18-9719-a09620491e47
HR5JMA	 Das gilt insbesondere für die Forderung nach Endogamie, also danach, dass die Ausländer »unter sich« heiraten sollten, von der sich knapp drei Viertel der Westdeutschen und etwas weniger als zwei Drittel der Ostdeutschen distanzieren. 	1	273-Yes,297-No,329-No	aff8a6a0-7714-45c5-b403-43938a99cb84
RSM5HH-LPKUTF	Auch in altersdifferenzierter Betrachtung ergibt sich eine relativ klare Tendenz – in diesem Fall zu steigenden prozentualen Zustimmungswerten von den jüngeren zu den älteren Alterskohorten: Bis zum Alter von 39 Jahren stimmen lediglich etwa 45 % zu, dass Einkommensunterschiede als Leistungsanreiz fungierten; in der obersten Altersgruppe der 65-Jährigen und Älteren sind dies hingegen immerhin fast 65 %, was einem Unterschied von fast 20 Prozentpunkten entspricht.	0	NoSkip	32015364-bc76-41ef-9ea4-741e4a305d99
NBRXEJ	Im Großen und Ganzen werden – im Vergleich zu 2003 – wenig Veränderungen der Einstellungen erkennbar.	0	No	1192a273-cf86-4940-98fa-566fa40c94f5
GZKVIZ	Mit den Protesten wuchs auch die Kritik an den völkischen und rassistischen Deutungsmustern, die dort Raum griffen. Wer waren die Demonstrierenden? 	0	No	0c90262b-9d88-4919-ab29-8af866fac4b5
UNIXKD	Im Jahre 2008 fühlen sich mehr als zwei Drittel der Ostdeutschen und vier von zehn Westdeutschen bezüglich ihres Anteils am Wohlstand als ungerecht behandelt.	1	150-Yes,ost_west-Yes,151-No,152-No	df30d64a-217d-4c10-94dc-2d27971d5b2d
GQZEMC	Immer weniger Menschen werden in Landwirtschaft und Produktion benötigt. Im Gegenzug erfolgt eine große Expansion des Dienstleistungsbereiches, in dem die freigesetzten Arbeitskräfte aus Landwirtschaft und Industrie teilweise neue Arbeit finden (vergleiche Abbildung 1.1). 	0	No	12c49eb3-c321-4720-843b-37f534819757
GZNGLV	Eine Längsschnitt-Betrachtung des tatsächlichen Wahlverhaltens im Land Brandenburg und der Bereitschaft, einer Partei beizutreten über den Gesamtzeitraum nach der Vereinigung zeigt allerdings, dass die Befunde aus 1998 keineswegs als Momentaufnahme zu sehen sind, sondern als Differenzen, die sich inzwischen verstetigt haben.	0	No	c02a65dd-5ae9-478e-9177-0a6f492308a6
BVYIFS	Für Deutschland ergibt sich laut Allbus (Allgemeine Bevölkerungsumfrage der Sozialwissenschaften) in Bezug auf die Frage nach der Verbundenheit mit dem Bundesland und den dort lebenden Bürgern in den Jahren 1991, 2000 und 2008, in denen diese Frage aufgegriffen wurde, die leichte Tendenz zu einer sich stärkenden regionalen Bindung.	1	322-Yes,321-No,323-No	71df3315-c4eb-4d38-909f-62b360261e2c
T0K035	 Die niedrigsten Geburtenraten stehen scheinbar im Widerspruch zu dem hohen Stellenwert, den die Familie bei jungen Menschen immer noch genießt und auch zu der gewünschten Kinderzahl, wie sie in verschiedenen Studien ermittelt wurde. 	0	No	ac7e8db3-7943-49d0-9266-afd350b5a9be
RSM5HH-LPKUTF	 Hierzu passend, wurden die jeweils bestehenden Rangunterschiede in der Einkommenshierarchie in der ALLBUS 2000 von 57,0 %, 2004 von 56,2 % und 2008 von 53,7 % der deutschen Bevölkerung als grundsätzlich akzeptabel eingestuft. 	0	NoSkip	cb2e5b59-3eb7-4461-8006-c5624a8dfebc
NEGGBA	Das jüngste Alter in der Stichprobe beträgt 22 Jahre, das älteste 84 Jahre.	0	No	f885306a-e985-4e96-9483-90a0a3612ed0
TAQKHA	Würden alle Parteien ihr gesamtes Nichtwählerpotential voll mobilisieren, wäre der Zuwachs nur geringfügig. 	0	No	efaa57b7-dffa-4747-84a3-a5284b3e90c3
OFMAAV	Im Osten hat sich dagegen nicht viel verändert.	0	No	c6780bf9-dc5f-44e4-9af0-94f1d4ef0d32
NBRXEJ	Auch sie zeigen die Hierarchie der positiven Einstellungen zu den verschiedenen Objekten der Politik.	0	No	c0fa65f5-e855-4005-93a1-abb4eb75c074
YYH7G1	 - Wahrnehmung und Lokalisierung der eigenen Position in der Schichtungshierarchie.	0	No	462235b7-b0fe-4edc-83e3-714570ef0e77
OFMAAV	„Es ist für alle Beteiligten viel besser, wenn der Mann voll im Berufsleben steht und die Frau zu Hause bleibt und sich um den Haushalt und die Kinder kümmert.“	1	334-Yes,333-No	14678cba-599a-4892-a526-e46d1ce3ccb4
HBNVVBM	Die bestehenden sozialen Unterschiede schießen im Urteil der Arbeitnehmer aber offenbar über diese Anreizfunktion hinaus.	0	No	1bfbcfb8-2d92-430a-acca-6ebc47053e1b
NEGGBA	Die Schuldner sehen wie die Allgemeinbevölkerung Bildung bzw. Ausbildung als am wichtigsten für sozialen Aufstieg an.	1	189-Yes,190-No,191-No	9291a502-1950-41c6-a6b9-2dbade7842c7
TQVSTD	Die erste Annahme wird durch das ALLBUS-Datenmaterial bestätigt: mit steigender formaler Bildung nimmt die durchschnittliche Zahl der Kinder deutlich ab.	1	746-Yes,1504-Yes,747-No	49999316-7818-4ae4-91e5-40a65b4930f9
ALJCOL	"Hier sind es 67% der Befragten, die sich ""nie"" mit dem PC beschäftigen, wobei sich eine starke Altersabhängigkeit bei denjenigen 20% abzeichnet, die ""regelmäßig"" einen Teil ihrer Freizeit am PC verbringen. "	0	No	28ac87d1-4697-4ee5-9759-9dbb937f08ab
TAQKHA	Nichtwähler sind keine Reservestammwähler der Parteien. Genau genommen findet man bei den Nichtwählern den Typus „Stammwähler” als Ausnahme und nicht als Regel.	0	No	6ba42534-1e4c-4a08-8f31-1fda713c1500
UNIXKD	Im Jahr 2008 identifiziert sich noch eine knappe Mehrheit der Bevölkerung in Ostdeutschland mit der Arbeiterschicht; 1991 lag der Anteil bei 59 Prozent.	1	151-Yes,ost_west-Yes,152-No	0e82c0a3-8475-4107-9237-609adf517ed2
GZKVIZ	Zwar es ein in verschiedenen Studien belegter Zusammenhang, wer besser ausgebildet ist, beteiligt sich eher an Demonstrationen.	0	No	8e314613-e861-4280-bfde-d31b9ee4dee7
HBNVVBM	Bei den Aussagen zu den verteilungspolitischen Einstellungen wurde eine vierstufige Antwortskala von „stimme voll zu“ bis „stimme gar nicht zu“ vorgelegt.	0	No	57df04dd-b7f0-4b07-a900-6bf4a52dc559
RSM5HH-LPKUTF	 Hiermit einhergehend, indizierte in der ALLBUS 2008 – auf einer Siebener-Skala (1 = kein Vertrauen, …, 7 = sehr großes Vertrauen) – das durchschnittliche Niveau für das Vertrauen in politische Parteien mit 3,1 Punkten ein eher geringes Vertrauen. 	1	230-Yes,16-No,17-No,227-No,235-No	80a9ede5-b46f-474c-bec6-6aa9b4a45020
715HPH	" Ist die sogenannte ""Wiederkehr des Religiösen"" gar nur eine Medienfiktion? "	0	No	a1660878-7706-4630-9fc2-965daecef715
GQZEMC	Die Offenheit bzw. soziale Durchlässigkeit einer Gesellschaft bestimmt dann, in welchem Ausmaß sich soziale Ungleichheit reproduziert, d.h. wie groß der Anteil derjenigen ist, die in der gleichen sozialen Position verbleiben, in die sie hineingeboren wurden, und welche Chancen sie haben, bestehende soziale Barrieren zu überwinden.	0	No	099077a7-6078-436b-be53-0022a6cd4126
FRGYGR	Die Lücke in der Wahlbeteiligung bei Bundestagswahlen ist nicht nur seit Jahren auszumachen, sie ist auch über alle Altersgruppen hinweg deutlich erkennbar.	0	No	ee3a5ea3-64b2-4980-b358-16a5067ed9a3
RSDCYN	Die genauere Definition und Herleitung der logistischen Regressionsmodelle wird später in Kapitel 4 ausgeführt.	0	No	927ed94a-6eee-45a6-9cc5-b9b14f7c11c9
TAQKHA	Nichtwähler sind Wähler und Wähler sind Nichtwähler. 	0	No	fc43782f-bfe4-4df3-9469-1bc4ea54570f
FRGYGR	„Werden die wirtschaftlichen Gewinne heute in Deutschland im Großen und Ganzen ungerecht verteilt?“	1	184-Yes,182-No,207-No,210-No	3f066cf8-96ee-4a9e-9cba-99a5885861a0
