sentence	is_variable	variable	research_data	doc_id	uuid	lang
A multilevel logistic regression (member state being the higher level of analysis) was carried out in STATA V.13.0 in order to analyse trends over time and the factors associated with citizens’ perceptions of their healthcare system.	1	exploredata-ZA5852_Varqa2_2	ZA5852	61604	0cc35f1b-9c71-4bb8-837c-8f6ba695fdf3	en
Increasing specialization, in turn, demands individuals upgrade their competences to a higher level to meet the new productive standards.	0			57227	8b83de92-b3f3-4587-93e6-d2474af47af1	en
Possible answers were respectively: Television, the Press, Radio, and the Internet.	1	exploredata-ZA5876_Varqd3_3;exploredata-ZA5876_Varqd3_2;exploredata-ZA5876_Varqe3_1;exploredata-ZA5876_Varqd3_1	ZA5876	55534	76c23f59-e526-4ffb-b678-6d0a67cab000	en
It is a fact that over the last century education has gained significantly in importance in the labor market.	0			57227	4005dec7-56a9-45c9-bbe5-b2e1f83c5ab6	en
Dennoch haben persönliche Kontakte mit Ausländern längerfristig betrachtet in der deutschen Bevölkerung eine gestiegene Bedeutung und sind in Westdeutschland überwiegend nicht auf einen Lebensbereich begrenzt.	1	exploredata-ZA5250_Varmc01;exploredata-ZA5250_Varmc04;exploredata-ZA5250_Vareastwest;exploredata-ZA5250_Varmc02;exploredata-ZA5250_Varmc03	ZA5250	51380	38c6fddf-7ad3-416b-aa8a-842558f20527	de
About 46 percent of respondents reported it as unpleasant if foreign workers’ child shares the same classroom with respondents’ child.	1	exploredata-ZA2800_VarV160;exploredata-ZA2800_VarV161;exploredata-ZA2800_VarV162;unk;exploredata-ZA2800_VarV175;exploredata-ZA2800_VarV159;exploredata-ZA2800_VarV178;exploredata-ZA2800_VarV158;exploredata-ZA2800_VarV47;exploredata-ZA2800_VarV176;exploredata-ZA2800_VarV262;exploredata-ZA2800_VarV177;exploredata-ZA2800_VarV174	ZA2800	19926	af841803-ee6a-4c2d-873a-af09f135e0fd	en
Out of 11 variables, four covariates—in other words, the share of nuclear power, the amount of energy supply, environmentalism, and ideology—have a significant impact on acceptance.	1	exploredata-ZA4976_Varv114;exploredata-ZA4976_Varv130;exploredata-ZA4233_Varv664;exploredata-ZA4976_Varv136;unk	ZA4233;ZA4976	61806	9c3f7830-705a-4583-ba9f-1ffe7d76489b	en
We found that there was a reduction in positive perceptions of healthcare systems over the years following the financial crisis in Europe.	1	exploredata-ZA5852_Varqa2_2;exploredata-ZA5235_Varv72	ZA5852;ZA5235	61604	abe80c53-f65b-4e4e-aacc-f26a20b210d0	en
Sie hat nicht nur im akademischen Kontext eine intensive Debatte ausgelöst, sondern genießt auch außerhalb der Wissenschaft einen vergleichsweise hohen Bekanntheitsgrad.	0			12715	87bb824b-efb8-48fe-b85e-90d7a32eaea3	de
In these questions, the differences between countries are much greater than for belief in God; the same applies to belief in hell.	1	exploredata-ZA4950_VarV33;exploredata-ZA4950_VarV37	ZA4950	61751	0116bc1c-1d6f-4e2d-ab58-09aa068ce218	en
Pre-election polls based on quota samples are only treated as random samples for the purpose of comparison.	0			39802	96d16b4f-93f6-40d2-ac10-0bdb4dade7c1	en
Das Geburtsjahr geht als unabhängige Variable auf der ersten Stufe in die Regression ein, denn jüngere Menschen neigen nach Ingleharts Theorie eher zum Postmaterialismus.	1	exploredata-ZA3903_Varv27;exploredata-ZA1919_Varv137	ZA3903;ZA1919	12715	ae0a7510-a4fe-46e4-9c83-c835c895378a	de
Befunde, dass Personen, die in ihrem aktuellen Wohnort geboren wurden, im Vergleich zu anderen eine niedrigere Wahrscheinlichkeit aufweisen, zu migrieren (Kley 2009, 2011), und dass die Wahrscheinlichkeit der Migration sinkt, wenn die Aufenthaltsdauer in einer bestimmten Region zunimmt (Molho 1995; Fischer/Malmberg 2001), unterstützen diese Annahme.	0			34546	8411850c-46d8-42ed-b78e-c9e41ed35735	de
Solche Antworten werden von Personen, die ihre Überzeugungen eher im rechten politischen Spektrum einordnen, häufiger gegeben, wobei sich hierbei im Westen die „Rechten“von den anderen beiden Gruppen absetzen, während im Osten die Trennlinie eher zwischen der Mitte und den Rechten auf der einen Seite und den Linken auf der anderen verläuft.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Vareastwest;unk;exploredata-ZA5254_Varcode_9;exploredata-ZA5254_Varregion_9	ZA5254	61162	f578b3ca-9e3e-45bd-9c2a-40d85fcfd47e	de
At the other end of the spectrum were Greece, Bulgaria and Romania which had the lowest proportion of respondents reporting positive perceptions (below 30%).	1	exploredata-ZA5852_Varqa2_2;unk	ZA5852	61604	e1b2e8b7-c975-495f-b1b8-9dcfd6e9eafb	en
Quotenstichproben sind bewusste Auswahlen, bei denen die Interviewer bei der Selektion der Befragten Quoten bestimmter Merkmale erfüllen müssen, deren Verteilung in der Population aufgrund von Referenzstatistiken bekannt ist.	0			12715	fe7a6517-7828-4b2a-b7c4-8d9aa462f38a	de
Das Bild, das sich die Bürger von der Schichtstruktur und ihrer eigenen Position darin machen, muss nicht in jedem Falle mit Befunden zur sozialen Schichtung übereinstimmen, wie sie unter Verwendung von objektiven Schichtindikatoren – wie z.B. Indikatoren des beruflichen Status, Bildung oder Einkommen – gewonnen werden, weil bei der subjektiven Perzeption und Bewertung mannigfaltige Faktoren berücksichtigt werden und dabei nicht zuletzt auch Vergleichsprozesse eine Rolle spielen können.	1	exploredata-ZA4600_VarV191;exploredata-ZA4600_VarV386;exploredata-ZA4600_VarV757;exploredata-ZA4600_VarV120	ZA4600	21642	816db6f7-fdf7-4ab8-9b45-8710626a5cf4	de
Personen mit einer mittleren Einkommensposition (70-150% des mittleren Einkommens) stufen sich mit 56% größtenteils in die Mittelschicht ein, aber mit fast 40% auch zu einem beträchtlichen Anteil in die Unter- und Arbeiterschicht.	1	exploredata-ZA4600_VarV120;exploredata-ZA4600_VarV444;exploredata-ZA4600_VarV386	ZA4600	21642	e0fcd62a-08ab-4687-a371-0b11450b1ea9	de
Es wird erwartet, dass erfolgreiches Migrationsverhalten normalerweise nicht direkt von diesen Faktoren beeinfl usst wird, sondern vermittelt durch Migrationsabsichten, jedoch mit einer Ausnahme (nicht dargestellt in Abb. 1).	0			34546	186af82e-302b-4d93-97cd-fded501e095e	de
Zunächst werden sozialpsychologische Konstrukte, die auf Basis der Befragung zur Erklärung verwendet werden, in Kürze vorgestellt.	1	unk		51380	2d533f27-2f93-4cdb-9d22-ec0348d22916	de
Demgegenüber weisen ältere Frauen den geringsten Energieverbrauch auf, die im Haushalt allein leben, über ein geringes Einkommen verfügen und zur Gruppe der Einkommensarmen gehören.	0			51971	1846789b-6495-4d8d-bdf9-0f6e50898e18	de
Folgt man der Idee der Vermeidung, so sollten Befragte mit besserem Ausbildungsniveau eher in der Lage sein, umweltbezogene Alltagsprobleme zu vermeiden.	0			51971	858a32bc-9b44-410c-b1ab-86f5b9ed0837	de
These hypotheses were tested in Figure 2.	0			57506	04f383d0-1cdf-4802-984d-3f786da1d0f3	en
Depending on the details of their cultural context, respondents can thus also be expected to perceive one and the same question differently.	0			49153	2ef97aa5-85d4-4c74-ae3b-db4614ac9e4c	en
This finding suggests that the level of religiosity in Eastern Asian countries is underestimated when the measurement of religiosity is based only on indicators that are particularly characteristic of monotheistic cultures (belief in God, regular attendance of community rituals, and regular prayer).	1	exploredata-ZA4950_VarV59;exploredata-ZA4950_VarV33;exploredata-ZA4950_VarATTD_EXT;unk;exploredata-ZA4950_VarV64	ZA4950	61751	3d1ddc26-9a15-4d5d-9945-2fce2f964f78	en
In Ostdeutschland erreichte die Summe der Stimmenanteile von CDU und SPD wegen der starken PDS bzw. Linken nie die hohen Werte wie in Westdeutschland.	0			56981	153f9a90-0c0b-4209-9c38-41feac7b59f8	de
Tabelle A2 im Anhang listet alle in den untersuchten Studien vorgefundenen Fragestellungen auf.	0			12715	b0782355-5c76-4e61-9c41-d02fa9b6e9cf	de
Dieser Befund deckt sich mit den Ergebnissen zu Umweltbewusstsein, die ebenfalls zeigen, dass dieses bei jüngeren und besser ausgebildeten Befragten größer ist (Haller/Troy 2003, Haller/Hadler 2008).	1	exploredata-ZA5500_Varv32;exploredata-ZA5500_Varv34;exploredata-ZA5950_VarEDUCYRS;exploredata-ZA5500_Varv36;exploredata-ZA5500_Varv37;exploredata-ZA5950_VarAGE;exploredata-ZA5500_Varv35	ZA5500;ZA5950	51971	45f93b1f-eade-4df9-adb7-00d2d0296181	de
In Österreich gibt es nur dahingehend signifikante Unterschiede, als es eher die ländliche Bevölkerung ist, die dieses Problem wahrnimmt.	1	exploredata-ZA5500_Varv17;unk	ZA5500;ZA5800	51971	bf45331a-92a9-40ab-b3f5-16d3e5bf93a6	de
Das hängt damit zusammen, dass hier nur drei Wahlen zusammengefasst wurden, von denen die Wahl 1980 eine besondere Konstellation aufwies.	0			56981	5ec43f16-5ac0-4d4e-85db-a962d44b9bbf	de
In the political science literature, Easton (1965, p.185) termed collective identity as the “we feeling” and regarded it as a necessary condition for individuals who want to cooperate politically and authorize certain representatives to act and rule on their behalf.	0			55534	8eb8122e-fc33-4a83-9aa9-5005897a325c	en
This core of “abstainers” and their characteristics might enable us to draw some conclusions on the likely future of the union movement in Germany.	1	exploredata-ZA3700_VarV519	ZA3700	35933	db6bedd8-a84e-4f23-9b2f-ae7a6ca3786c	en
Es zeigt sich, dass Quotenstichproben – ceteris paribus – einen schwach signifikant negativen Einfluss auf die abhängige Variable j0 ausüben und somit auf den Anteil von Postmaterialisten in der realisierten Stichprobe.	1	exploredata-ZA4460_Varq532a	ZA4460	12715	0c662b7b-7dde-4811-b9e9-386e07037200	de
Furthermore, while in 1992 overall union density was much higher in eastern than in western Germany, this order is reversed in 2004.	1	exploredata-ZA3762_VarV670;exploredata-ZA3762_VarV3;exploredata-ZA2140_VarV3;exploredata-ZA2140_VarV401	ZA3762;ZA2140	34392	b877b930-2f46-484e-8330-baab782f0c9c	en
When examined the history, not only do catastrophic disasters such as the Three Mile Island accident in 1979 and the Chernobyl disaster 626 in 1986 influenced people’s attitude toward energy but various factors do as well.	0			61806	41ca1ede-43a3-4f9d-bb49-697a0adf5101	en
Wenn aber die beiden Parteien, die überhaupt aussichtsreiche Kanzlerkandidaten aufstellen, ihre Stimmenführerschaft bei Wahlen nicht überzeugend nachweisen, wird auch die Erklärungskraft unseres Wahlmodells geschwächt, das bei den Politikern nur auf die Kanzlerkandidaten setzt.	1	exploredata-ZA3849_VarV12	ZA3849	56981	48d6cec3-492f-4d51-92bd-ca0ef74cab30	de
The availability of cross-national survey data and the statistical techniques to analyze such data have increased substantially in recent years.	0			30861	6bc24a8a-177d-4b48-992e-dbd7c1428179	en
In der Schweiz findet man denselben Geschlechtereffekt wie im Gesamtsample, alle anderen Effekte sind nicht signifikant.	1	exploredata-ZA5800_VarSEX;exploredata-ZA5500_Varv17;unk	ZA5500;ZA5800	51971	66bdedc2-d4a5-4781-905a-3165c2bb9e4f	de
Questions that are perceived by respondents as not pertinent to an ongoing public debate, or that are not seen to address what respondents consider to be the relevant aspects of a topic, are also problematic.	0			49153	f283f788-6a94-4a14-b267-e0aa0775410c	en
Es wird angenommen, dass Verwandte und Freunde am Wohnort die Tendenz zur Migration reduzieren, wie auch das Gefühl der Verbundenheit mit dem Wohnort und lokale Investitionen (Affi nitätshypothese).	1	exploredata-ZA4600_VarV501	ZA4600	34546	1ce5578f-9476-4e03-9c37-4958da1428f8	de
For each survey wave I first plot the approximate percentage of citizens who believe that who gets ahead in society is decided by hard work, a common measure of belief in meritocracy that can be readily compared across countries and time (Alesina et al. 2018; McCall 2013; Mijs 2018).	1	exploredata-ZA5890_VarV7;exploredata-ZA5890_VarV13	ZA5890	63961	30b00f49-aee2-4294-9e1a-0c187179ddbc	en
Although those studies demonstrated the significant role of contextual or institutional variables at the country level, they dismissed the significant role of individuals’ perceptions as a causal factor to influence the acceptance of nuclear energy.	1	exploredata-ZA4976_Varv136	ZA4976	61806	5fb4c34b-bfc3-407b-9aab-64177d876a69	en
Israeli Jews do not endorse free entrance of either foreign workers or Palestinians.	0			19926	d9aa5e0e-db4f-4669-9dce-a2460dce7045	en
Nicht selten müssen sich trotz der erzielten Fortschritte Frauen bei der Geburt eines Kindes zwischen Beruf und Familie entscheiden.	0			39445	1f2b50f3-3b0c-4d08-97f2-1446b3619f00	de
Only 2 out of 11 predictors at the country level appear statistically significant.	0			61806	6551dbf0-01ff-4f18-a256-ac97092f9912	en
In the conclusions (Section VI) we summarize the main findings and discuss the implications for the status of foreign workers in Israel.	0			19926	c95abbfa-5a4c-4f75-bcfe-63f7e6f9628b	en
Um die Streuung um die Regressionsgerade zu reproduzieren, wird deshalb der konditionale Mittelwert $ Y plus eine Zufallskomponente (ein zufällig gezogener Wert aus der residualen Normalverteilung) ergänzt, vgl. Abbildung 2 (b).	0			20515	4d12d1d3-0c82-468e-bf06-a9d8898f6529	de
The second item referred to the expected future development of the EU: “At the present time, would you say that, in general, things are going in the right direction or in the wrong direction in EU?”	1	exploredata-ZA5876_Varqa9a_2;exploredata-ZA5876_Varqa18b	ZA5876	55534	6024bec5-7d43-4262-93eb-e68ce3071f10	en
In July 2017, the National Grid’s Future Energy Scenarios projected that new nuclear plants would generate 14.5 GW (e) by 2035 and 31% of the demand in 2050 would be supplied by nuclear energy [3].	0			61806	1f619fda-3fa8-4979-82c6-ee6860381880	en
Figure 2 shows several possible combinations of individual standpoints and media-bias perceptions.	1	exploredata-ZA5876_Varqe11_1;exploredata-ZA5876_Varqe11_2;exploredata-ZA5876_Varqd3_1;exploredata-ZA5876_Varqe11_3;exploredata-ZA5876_Varqd2_1	ZA5876	55534	a102ad00-6d6b-4924-a397-a55b2dfa569c	en
This policy focused on giving the priority on increasing renewable energy and reducing fossil energy.	0			61806	b56c6e1a-67a5-4c04-b50c-a3ababa0d5d2	en
Diese Ergebnis legt nahe, dass Arbeitslose nur im prosperierenden Freiburg unerwartet umziehen, aber nicht in Magdeburg (Odds Ratio = 1, 46, nicht signifi kant).	1	unk;exploredata-ZA4600_VarV219	ZA4600	34546	eff9ab53-92cf-462e-b812-3de92693389f	de
As Figure 1 indicates, women in countries where the gender inequality index (GII) has reduced considerably in 2010 from what it was in the past (down to 1995), tend to be more supportive of the gender status-quo—dismissing the notion that gender is a relevant factor for upward social mobility.	1	exploredata-ZA5400_VarSEX;exploredata-ZA5400_VarV16;exploredata-ZA5400_VarV53	ZA5400	73106	258a0fd0-fbd6-45c2-af21-47c3f3897a11	en
Dass die Panelmortalität zwischen den Befragtengruppen nicht zufällig verteilt ist, muss beim Analysedesign berücksichtigt werden (siehe Abschnitt 4.2).	0			34546	f7500eef-8c12-4dfc-90a3-0a66f951b615	de
From this, it follows that questionnaires which are based on the Western concept of religion will lead to biased results when applied to worldwide cross-cultural comparison.	0			61751	6de43754-ff1e-4c9d-9a25-552ab165ed66	en
Jews however, are more supportive of prohibition of Palestinian workers entrance with 54 percent among Asian-Africans and 36 percent among European-American.	1	unk		19926	7cc1cf0a-e935-47f4-af87-2cc3cdfe4d1f	en
It can be seen that the empirical model works much better in western Germany and that the explanatory power of the variables used is mixed: On the one hand, most of the explanatory variables are statistically significantly related to the probability of being a union member in at least one of the years covered (the exception being the variable indicating whether or not an employee holds a polytech or university degree).	1	exploredata-ZA2140_VarV147;exploredata-ZA3762_VarV688;exploredata-ZA3762_VarV670;exploredata-ZA2140_VarV401;exploredata-ZA3762_VarV3	ZA3762;ZA2140	34392	f0b671b4-3cbb-48fd-9cae-46fa31613b7d	en
A starting point for evaluating this and other explanations is to know whether people have grown increasingly convinced that theirs is a meritocratic society.	1	exploredata-ZA5890_VarV13	ZA5890	63961	19af2dda-df23-4c2d-bc76-940476b20fd0	en
Second, at the country level, there is a zero correlation (Pearson’s R= -.03) between these two attitude measures.	1	exploredata-ZA5400_VarV38;exploredata-ZA5400_VarV39;unk	ZA5400	57506	46890c0d-d9c9-4f2a-bf47-7b7fcf811df1	en
Unwillingness to accept non-Jewish immigrants is expressed through exclusionary immigration policies (especially limitation of family reunion and refusal to secure residence status), restrictive naturalization rules and a double standard: exclusionary model for non-Jews vis-a-vis “acceptance-encouragement” model for Jews.	0			19926	60650195-c998-4f03-b645-3b11a3bc24e2	en
Vielmehr deutet manches darauf hin, dass sich in der subjektiven Schichteinstufung nicht nur eine „oben-unten“-Dimension, sondern auch andere Dimensionen einer Besser- oder Schlechterstellung manifestieren.	0			21642	4c83bf28-4a46-436a-84f0-e37d96aee78a	de
Dazu wird zunächst das im vorherigen Abschnitt erläuterte Probit-Modell der ersten Stufe geschätzt.	0			12715	94f5ab18-fe61-42a4-ba1a-2ad9de89dadd	de
In Westdeutschland, wurden auch 2016 weitaus häufiger „Arbeitsmigranten“gruppen aufgezählt.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Vareastwest	ZA5254	61162	5bc43db7-c8cd-470f-9824-b9a7c29a5791	de
Die „Flüchtlingskrise“und die ständige Präsenz der Migrationsproblematik in den Medien hat hier offensichtlich keine Trendumkehr auf der Einstellungsebene bei der deutschen Bevölkerung bewirkt.	0			51380	19360b20-c64d-4162-bbbb-05414e228232	de
The correlation between these two indicators is quite strong (Pearson’s R= - .49), meaning that countries with a higher (lower) share of private funding tend to have a lower (higher) share of public delivery of services.	0			57506	d95272d0-fec5-4787-baf0-fd2a0a0638c3	en
Der Datenausfall muss daher nicht komplett zufällig sein.	0			20515	697d6c36-1772-4431-8479-ce4e2029c9d8	de
Die individuelle Bereitschaft von Vätern zur Übernahme von familialer Verantwortung stellt eine wichtige Bedingung für die Entwicklung einer partnerschaftlichen Arbeitsteilung im Haushalt dar.	1	exploredata-ZA3880_VarV12	ZA3880	21634	566f8c5c-8ec1-47d7-8d8f-b49cad597bc8	de
In der Schweiz hat nur die wahrgenommene soziale Position einen signifikanten Einfluss, wobei die Perzeption von Wasserproblemen mit einer niedrigen sozialen Position einhergeht.	1	exploredata-ZA5800_VarTOPBOT;exploredata-ZA5500_Varv17;unk	ZA5500;ZA5800	51971	e5f16d32-a066-40ec-8141-788db30cb397	de
Since Émile Durkheim, countless sociologists have tried to propose an adequate definition of religion.	0			61751	107335a9-902c-4709-b563-9c3c777af1b3	en
Age was divided into seven groups (15–24, 25–34, 35–44, 45–54, 55–64, 65–74, 75 years and older), with the oldest age group (75 years and older) set as the reference group.	1	exploredata-ZA5235_Varv332;exploredata-ZA5235_Varv330;exploredata-ZA5235_Varv335;exploredata-ZA5235_Varv328;exploredata-ZA5235_Varv333;exploredata-ZA5235_Varv337;exploredata-ZA5235_Varv325;exploredata-ZA5235_Varv326;exploredata-ZA5852_Vard11;exploredata-ZA5235_Varv338;exploredata-ZA5235_Varv334;exploredata-ZA5235_Varv329;exploredata-ZA5235_Varv339;exploredata-ZA5235_Varv331;exploredata-ZA5235_Varv340;exploredata-ZA5235_Varv327;exploredata-ZA5235_Varv336;exploredata-ZA5235_Varv324	ZA5852;ZA5235	61604	0b7b5fab-21fd-4ca4-abf7-809308e5a01c	en
On one hand, many citizens will prefer more extensive and generous social policies.	0			30861	5485ce0e-3df0-45aa-8fba-f746387b6833	en
Falls der Preis einer Studie – unter Konstanthaltung von Fallzahl und Interview-methode – ein guter Indikator für die Güte einer Studie ist, so sollten höhere Kosten der Survey-Serie ebenfalls einen positiven Effekt auf die Postmaterialismus-Variable haben: Es ist zu vermuten, dass bei teuren Surveys mehr für das Antreffen schwer Erreichbarer getan wird.	1	exploredata-ZA4460_Varq532a	ZA4460	12715	f8d02973-1017-4230-accf-9e60495142bc	de
Immerhin stehen die Kanzlerkandidaten der beiden großen Parteien mehr im Rampenlicht als die Parteiführer kleinerer Parteien.	0			56981	ee02304d-1bd3-487d-ba41-b7a0fb60600e	de
Besides that, we will control for several soc io demographic variables like age, education or social status, which might influence identity as well.	1	exploredata-ZA5876_Varqa18b;exploredata-ZA5876_Varqa9a_2;exploredata-ZA5876_Vard11r2;exploredata-ZA5876_Vard61r	ZA5876	55534	abe25553-c348-4cd1-bd2c-e8843e9da341	en
Unser Beitrag konzentriert sich darauf, welche Bedrohungen für das eigene Leben sowie für das der familiären Bezugsgruppe der Befragten wahrgenommen werden.	1	exploredata-ZA5500_Varv17	ZA5500	51971	52fa2fe0-f2f5-4768-91ff-a42f572551ac	de
These rough translations are an early alarm- signal strategy.	0			49153	744e6263-b626-44a7-a124-b85c8e0aae2b	en
The study used a large sample size coming from a far larger number of countries than similar studies in the past, which had enrolled utmost 21 countries.	0			61604	077f85bc-ccfd-43c7-b82e-04f9f8513498	en
Hypothese 2 kann angenommen werden.	0			39445	e5d32d09-2db4-446f-bf83-f0b44a5fa26b	de
Diese Abweichungen schwanken in Westdeutschland um die zehn Prozentpunkte und sie sind interessanterweise seit 1994 eher kleiner als bei früheren Wahlen.	1	exploredata-ZA5432_VarV7;exploredata-ZA3849_VarV12	ZA5432;ZA3849	56981	6da677e0-8fe2-4747-abd9-483ded36ed4e	de
This again can prove to be a challenge.	0			49153	74ebdcc2-b35e-4b6c-ae5c-aede7c32308f	en
Because citizens become involved in European politics mainly through the media, it is reasonable to expect that European identity — understood as a political concept—is influenced by the exposure to EU-related media coverage.	1	exploredata-ZA5876_Varqd2_1;exploredata-ZA5876_Varqd3_1	ZA5876	55534	f11a5a0b-18a0-4ee5-a4ca-18929206ad73	en
Die Entwicklung der objektiven Chancen und Risiken auf dem Arbeitsmarkt kann unter anderem durch die Zugänge in die und die Abgänge aus der Arbeitslosigkeit analysiert werden.3 Die Betrachtung beider Aspekte ist dabei insofern relevant, da es einerseits sehr dynamische Arbeitsmärkte mit hohen Zugangs- und Austrittsraten gibt, andererseits aber auch relativ unflexible Arbeitsmärkte mit niedrigen Zutritts- und Austrittsraten.	0			37769	a1ae9008-bdb0-46eb-8402-4cdab4a781fb	de
Generell haben die Befragten zumeist an spezifische Nationalitäten gedacht.	0			61162	0c32941e-ec15-4c23-b36d-e60266976e98	de
Dieses Verfahren wird u. a. als „Adress-Random“(Blohm 2006: 40; Koch 2002: 13) oder „Random Route mit Adress-Vorlauf“(ALLBUS-Methodenbericht 1998: 5) bezeichnet.	0			12715	17acb6fc-dd44-406a-aee8-24d26e11015f	de
Lowly skilled workers may be more union-friendly, but since they often experience higher employment instability, neither they nor the unions might be very much interested in their membership.	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV187;exploredata-ZA3700_VarV548;exploredata-ZA3700_VarV517	ZA3700	35933	cd1cc38f-ce45-4d5e-828b-138d4f124e9b	en
Jedoch wurde die Gleichberechtigung mit der Berufstätigkeit gleichgesetzt und nicht auf andere Bereiche übertragen.	0			39445	fd349d31-5d26-4403-b828-7d591203b469	de
Table 1 has shown that in (western) Germany women exhibit a higher percentage of ‘never-membership’ than men.	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV3;exploredata-ZA3700_VarV517;exploredata-ZA3700_VarV182;exploredata-ZA3700_VarV545	ZA3700	35933	eba6fbab-7892-4183-97db-ffb31518ffa1	en
Increased competition over scarce resources, is likely to generate greater hostility toward outgroup members because outgroup members are often perceived as a threat to ingroup prerogatives.	0			19926	4c920e78-f6a9-418f-9579-d7402a4b1403	en
Negative Kontakte in der Nachbarschaft gehen dagegen stärker mit einer negativen Bewertung von Ausländern einher (- .18).	1	exploredata-ZA5250_Varmc02	ZA5250	51380	5a5a5702-722a-4665-b609-9976b8d19205	de
Conversely, respondents with higher levels of education and earnings are more likely to express liberal attitudes.	1	exploredata-ZA2800_VarV419;unk;exploredata-ZA2800_VarV351;exploredata-ZA2800_VarV142;exploredata-ZA2800_VarV261	ZA2800	19926	28882a8b-0e59-41f1-8d74-f6589e33504c	en
Wie schätzen Arbeitnehmer in Europa das Risiko eines Arbeitsplatzverlustes und ihre Chancen, in diesem Fall zügig einen neuen Arbeitsplatz zu finden, subjektiv ein?	1	exploredata-ZA5566_Varqa8;exploredata-ZA5566_Varqa9	ZA5566	37769	bf0a75b7-7d79-49fd-9738-92d34e4f08c7	de
Mainly based on a Eurobarometer survey, this study will comparatively analyze the public’s attitude toward nuclear energy and its determinants across 27 countries.	1	exploredata-ZA4976_Varv130	ZA4976	61806	20766a49-cf92-4dd8-a60e-318a83adb65d	en
Maps were created with QGIS Geographic Information System, Version 2.18.6. [30].	0			61598	98fcd650-4448-4362-84db-6b96c723bfb5	en
Also, the idea of comparing the level of religiousness of countries belonging to different culture areas by a single scale that is supposed to include all dimensions of religiosity falls short.	0			61751	7a47b738-5950-447a-8734-b7427f80db6d	en
Es ist daher auch interessant, in welchen Kombinationen die verschiedenen Kategorien von Nennungen vorkamen.	1	exploredata-ZA5254_Varanswer	ZA5254	61162	cf1654b0-e624-45c7-8c8b-b9fd5b741b42	de
War zur Europawahl 2014 ein vorherrschendes Thema bei der AfD noch der Euro, wurde die Partei insbesondere nach der Spaltung 2015 zunehmend mit dem Thema der Zuwanderungspolitik in Verbindung gebracht.	0			51381	3736e8ad-52ea-4aab-a819-2a83ec0ef30f	de
A major goal for future research must be to develop a systematic scheme to identify what aspects of questionnaires should be given particular scrutiny for comparative design, with or without language differences.	0			49153	091de5b9-da66-46f7-8cfe-9fd8588a6cb6	en
The recent rise of right-wing and nationalist populism also casts shadow over the resolve of parliaments across the EU to uphold ODA commitments [11].	0			61598	9dd39fa1-35a0-4907-b2b7-446752da7167	en
Much would argue against endorsing an item that is understood to refer to men being at home because they are out of work.	1	exploredata-ZA2620_VarV13	ZA2620	49153	5f5c6003-71a8-4941-8643-395099f782a8	en
Abschließend soll daher die Bedeutung der politischen und ökonomischen Faktoren für die Demokratiezufriedenheit untersucht werden.	1	exploredata-ZA3693_Varv131	ZA3693	21372	e5a5e318-e726-444f-9e6a-be786cb0fdb3	de
However, in other countries, services are, to a greater degree, delivered by for-profit actors, funded by private sources, and distributed in accordance with individual ability to pay.	0			57506	f5265813-aac5-4958-9212-9fc7c6822965	en
Die Einstellungen zur Erwerbstätigkeit von Müttern liberalisieren sich mit steigender Bildung.	1	exploredata-ZA4600_VarV173;exploredata-ZA4600_VarV114	ZA4600	39445	7544ca72-2bc5-4805-baa4-07bdc0500a88	de
Einen Partner bzw. eine Partnerin zu haben, der bzw. die den Haushalt mit einem guten Einkommen unterstützt, erleichtert hingegen die Realisierung von Migrationsabsichten.	1	unk		34546	f31ba336-6f1b-4a5e-ba4d-f7f786eb5853	de
Hence, as modernization theory contends, the direct effects of the family of origin should decrease over time.	0			57227	dd476226-0e56-46ba-bbff-589363aeb41a	en
Diejenigen 2.954 Befragten des ALLBUS 2016, die auf die - nur an Personen mit deutscher Staatsbürgerschaft gerichtete offene Frage mindestens eine gültige Antwort gegeben haben, bilden die Basis der folgenden Analysen.	1	exploredata-ZA5254_Varanswer;exploredata-ZA5254_Vargerman	ZA5254	61162	4371a30d-2f38-4042-a9fb-12a42d8d9ef6	de
Tables 2 and 3 present the results of our probit estimations of ‘never-membership’ with the explanatory variables and the two data sets described above.	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV517	ZA3700	35933	c9b40756-5d9a-4345-ad95-95b02152702f	en
ISSP and the RM included some additional questions in order to get a more differentiated picture of the importance of religion in the lives of respondents.	0			61751	ae03e47d-65e9-4ec7-abc0-fce390bf9bd2	en
A major problem in analyzing ‘never-membership’ with only one data point is that the difference between age and cohort effects cannot be distinguished.	1	exploredata-ZA3700_VarV519;exploredata-ZA3700_VarV186;exploredata-ZA3700_VarV517	ZA3700	35933	710f2714-e780-4080-9104-ee9a570b5936	en
Descriptive results are presented as weighted percentages.	0			61598	90ed6e75-d828-4c7a-aa0d-bd2f452fc774	en
The results of econometrically investigating the factors associated with the individual probability of union membership are presented in section 3.	0			34392	1ba5b32f-0b39-44c7-904d-d4e1f6fa34e6	en
